,content
26528,自從 我 的 ote7 繳回 後   就 一直 再 等 s8 … 雖然 是 ote 愛用戶   但現 在 只能 用 舊手 機撐 著 xa0 … … … … … … … … … … … … … … … … … … … … … … … … … … … 新紀元 的 無邊界 - samsug   galaxy   s8   終於登場 一如 往常   三星 旗艦 upacked 的 發表會 真的 都 非常 用心   我個 人 這次 最大 的 感想 震撼 是   設計 對 三星 來 說 s8 已經 又 到 了 另 一個 境界 了   特點 有 幾個 我 超愛 首先 是 bixby   希望 會 有 中文版   尤其 是 那個 直接 用 相機 掃描 ( 希望 不是 拍照 到 時 還要 手動 刪 照片 )   這個 非常 方便   不管 是 翻譯   搜尋   找資料   都 是 超務實 方便 xa0 還有 v 遙控感 很 重要   ( 躺 在 床上 用 v 看 影片 超爽 的 ) 以及 希望 samsug 能 為 了 360 有出 360 專用 的 影片 編輯   可 打字 編排   甚至 超連結   那才 是 酷 xa0 那個 DeX 若 是 能 與 Wi10 來 回切換 拷貝貼 上 xa0 那 真的 功能 就會 很強 了   比方 手機 裏 的 samsug   ote 裡面 的 東西要 送到 Wi10 的 其他 軟體   這 就是 未來 那 手機 就是 pc 的 時代 就 更 接近 了 xa0 說 那麼 多   其實 就是 外觀 先前 雖然 被 爆 光光 但 這還 是 第一次 我 看到 三星 upacked 手機 出現 的 那刻   竟然 歡聲 雷動 的   實在 太美 了 xa0
26529,u3000u3000 這次 解放 邊框 侷 限 的 片段 令 我 震撼 三星 可是 連 Logo 跟 實體 按鍵 都 捨 棄 可以 感受 到 極力 想 鞏固 在手 機領域 的 企圖心 u3000u3000 虹膜 辨識 的 技術 比 之前 又 更 提升 了還 搭配 DeX 讓 登入 的 步驟 更 便利 不滿足 於 現況 的 指紋 辨識作 為 主流 提供 用戶 端 更 多 選擇並 改善 這項 功能 是 好事 Bixby 也 整合 許多 實用 功能 翻譯 、 搜尋等 問題 都 能 問它 u3000u3000 最 後 DeX 的 推出 終於有 非微 軟陣營 的 選擇 能夠 一機 多用 這點 確實 很 吸引 我 畢竟 手機 上 有些 資料 確實 更 適合 在 大 螢幕 上去 操作 不 單單 只是 投影 ； 連 操作 介面 也 更 貼 近 於 一般 電腦 的 操作 方式 還有 360 直播 、 VR 等 都 想 嘗 試用 不同 的 方式 去 記錄 也 更 便 於 分享 給 朋友 三星 提供 給大眾 這樣 的 工具 去 發揮 ㄋ Iis   ScaeBixbyDeXxa0
26530,100 字內 心得     心得 就是 必須 要 在 100 字 內然後感 謝此 活動 看到 了 一支 新 的 手機 發表會 可以 有 機會 得到 新 的 手機 u200b 新 的 功能 很 好 抽獎 活動 更是 好 希望 有 機會 可以 用用 看 100 個 字 有點 太多 了 簡單點 說 就是 辦 這個 活動 很 好 抽到 更好 總 而言 之 就是 非常 好 ePice 很 好 謝謝
26531,好想 抽到 S8 喔 ～
26532,好 棒 的 設計 買 了 xa0
26533,虹膜 設計 真的 很 方便 完全 不用 擔心 手指 髒 又 更 安全
26534,兩支 s8 和 s8 + 看上去   這次 前面板 真的 很漂亮 超高 屏 占 比 手感 跟 好 握持 更高屏 占 比 的 ifity   displayMobile   HDR   Pemium 認證 可 支援 HDR 影片 內容 的 顯示   和 Bixby 人工智能   支援 全新 Gea   360 具備 即 時 360 度 直播   搭配   Samsug   DeX   可變成 桌機 模式 全都 是 我 最 喜歡 的 新 設計 是 時候 該換 手機 了 u200b
26535,新色 上市 新 的 無線 充電盤 可以 立起 來當 成立 架 或是 平放 支援 指紋 辨識 虹膜 辨識酷 xa0
26536,期待 以久 的 Samsug   s8 / s8 + 終於發表 了 這次 非常 符合 我 所 需 虹膜 辨識 、 home 鍵 甚至 消失 增加 銀幕 比 、 ip 防水 防塵 完完全全 中 我 的 心 阿 而且 充電 底座 超帥 快速 充電 已經 是 趨勢 這次 s8 / s8 + 似乎 是 豁出去 了 精工 、 美觀 、 效能 、 效能 重質 也 重量 真的 太滿意 了 希望 能快 點釋 出開 賣 消息 也 希望 抽獎 能 抽到 藍色 真的 太美 了 受不了
26537,這次 S8 外觀 設計 完全 跳脫 以往 實在 很 想 趕快 摸 看看 實機 漂亮 螢幕 、 優質 相機 、 強力 效能 一如 繼往 的 是 上半年 旗艦 焦點 ～ 屏 佔 比 超過 80 ％ 的 Ifiity   Display 實在 很 吸引 人 第一眼 看到 實在會 覺得 像是 電影裡 才 會 出現 的 東西 Samsug   Dex 很不錯 啊 讓 S8 系列 不論 隨身 攜帶 亦 或是 在 室 內 辦公都 沒 問題 雖然 少 了 實體 home 鍵 但 在 虛擬 的 home 鍵壓 下 時會 有 反饋 還不錯 保有 一些 實體鍵 的 感覺
26538,S8 真是 太棒了
26539,三星 這次 的 旗 艦機 太 讓 人 期待 了 外觀 採用 超大 螢幕 占 比 感覺 占 比比 G6 更高 硬體 方面 延續 IP68 防水 防塵 優良 傳統並 加入 虹膜 辨識 及 臉部 辨識 安全 機制 提供 消費者 更 多元 的 安全 防護 選擇 軟體面 採用 全新 的 語音 助理 Bixby 期待 之後中 文化 的 應用 感覺 語音 助理 應該 是 未來 發展 的 趨勢 此外 軟體面 Samsug   Pay 也 讓 人 非常 期待 希望 能 盡快 推出 跟 Apple   Pay 一較 高下 已經 準備 預購 一 隻 紫色 的 S8 + 了
26540,對 於 這次 S8 上市 有 以下 三點 吸引 我 的 地方 我 最 期待 內建 Bixby 助理 可以 對 bixby 說 「 截 這個 圖 」 它 就 知道 該 截什麼 圖 在 相機 中 內建 bixby 可以 翻譯 購物 掃 描並 搜尋相機 中 內建 bixby 預覽想 買 的 東西 自動 搜尋網 路 可以 翻譯 購物 搜尋更 便利 的 生活 助理 協助 完成 日常 瑣事 期待 防水 防塵 讓 我 日常生活 不怕 因為 潑 到 水而壞 掉 並且 手 機 髒 了 可以 用 清水 沖 洗 潛水 攝影 也 不用 額外裝 防水 套 期待 無線 閃充 可以 擺脫 充電線 的 束縛 直接 放上 充電板 就 可以 快速 幫手機 充電 並且 新 的 無線 充電板 可以 直立 或 平躺 直立 時 可以 觀看 手機 一邊 充電 除了 以上 三點 也 很 期待 與 AKG 合作 推出 的 耳機 期待 能 有 更好 的 音質 體驗
26541,今天 Apple   pay 正式 登台 期待   Samsug   Pay   也 同樣 開放 也 期待 S8 內 的   Samsug   Health   之內建   amwell   服務 可 在手 機內詢 問醫學 專家 另外   Bixby 強大 的 支援 與 連動 可以 翻譯 、 購物 、 掃描並 搜尋 、 截圖 等 4 / 21 上市   並同 時 推出 AKG 調校 的 耳機   期待 xa0
26542,自從 使用 NOTE7 之 後 一直 期待 最新 的 手機 為 此 還新 買 一支 替代 手機 J3 來 頂 著 三星 手機給 我 最大 的 映象 就是 手機 拍照 的 超強 功能 讓 我 從 蘋果 轉換 到 SAMSUNG 就 再也 離不開 了 值得 期待 的 S8 + 就算 沒有 抽到 我 也 要 買 一台 謝謝
26543,外型 很 讚 xa0
26544,好 棒 的 小禮物
26545,3   項 「 最 解放 期待 」 新 功能 1HDR 屏幕 2Bixby3Samsug   DexSamsug   Galaxy   S8 / S8 +   相比 前代 在 銀幕屏 佔 比 上 非常 的 驚艷 而且 還 加入 了 HDR 屏幕 真的 是 值得 期待 這 一次 Samsug   Galaxy   S8 / S8 + 加入 了 原 Note   7   的 虹膜 外還 加入 了 面部 3D 識別 技術 由 於 Note   7   爆炸事件 全部 回收 因此 虹膜 技術 沒 被 廣泛 的 消費者 真正 的 體驗過 這 一次 的 回歸終 於 可以 正式 的 體驗 這一項 技術 了 除此之外 這 一次 還有 兩項 重要 的 技術   Bixby   和   Samsug   Dex 這兩項 技術 也 非常 值得 期待
26546,第一次 收看 完全 程 直播   無邊 框 的 外型 意外 好看 能 接受 中 後 部份 看到 能外 接當 電腦 使用 滿新鮮 的 最 後 被 戳 到 笑點 XD
26547,啊 首先 S8 的 外型 真的 太有 科技 感有 被 吸引 到 防水 功能 依然 讚 旗 艦 機 最 需要 防水 了 虹膜 辨識 可以 輔助 指紋 在 後 智慧 助理 也 很棒 很 需要 別人 提醒 最 想要 360 相機 了 現場 有 送 我 也 要 啦 （ 抽中 S8 我 也 是 可以 啦 哈哈 家居生活 的 那邊 跟 apple   好像 有點 雷同 不過 都 很 重要 就是 最最 最 想要 的 就是 akg 調教 的 耳機 啊 最 後 希望 可以 抽中大獎 囉 = ）
26548,VR 基本上 就 像 一般 使用 電腦 的 方式 使用 手機並 不是 單純 的 把 螢幕鏡 像 到 外接 螢幕 上會 呈 現類 似 Widows 的 介面 只要 把手 機 插入 到 這個 配件 裡面 外接 螢幕 跟鍵盤 滑鼠 可 讓 手機 變成 電腦 Samsug   DeXGea   360 很快 的 就 會 在 全球 上市 三星 去年 推出 Gea   360 相機 可 拍 攝 360 度 相片 與 影片 今夏 三星 也 會 推出 UFCBuzzFeedNowThis 等 VR 內容 三星 也 與 多個 開發者 合作 推出 適合 手把 的 VR 內容 Gea   VR 將 推出 遙控 手把 三星 先前 與 Hama 合作 現在 他們將 推出 AKG 調校 的 耳機 S8 將在 4 / 21 上市 把 你 的 手機 變成 你 生活 中 的 統一遙 控器 之後目 標是 可 讓 bixby 透過 Samsug   Coect 語音遙 控家電 Samsug   Coect 會 統整 所有物 聯網 裝置 並且 在 遠端 就 能 遙控 2017 - 03 - 29   2341 三星 從 一開始 就 致力 於 發展 物聯網 2017 - 03 - 29   2340bixby 也將 支援 第三方 app2017 - 03 - 29   2340 可以 叫 bixby 到家 提醒 你當 你 一到 家中 它 就 會 提醒 2017 - 03 - 29   2339 用越 多 bixby 會 更 容易 知道 你 要 什麼 2017 - 03 - 29   2339bixby 也 會 在手 機上 顯示 許多個 人化 的 資訊 根據 使用者 的 位置 與 時間 2017 - 03 - 29   2338 只要 用 相機 預覽 某項 想 買 的 東西 bixby 會 自動 搜尋網 路 2017 - 03 - 29   2338 在 相機 中 內建 bixby 可以 翻譯 購物 掃 描並 搜尋 2017 - 03 - 29   2337 可以 對 bixby 說 「 截 這個 圖 」 它 就 知道 該 截什麼 圖 2017 - 03 - 29   2336Bixby 可以 知道 螢幕 上 發生 的 事情 2017 - 03 - 29   2336Bixby 可以 知道 螢幕 上 發生 的 事情 2017 - 03 - 29   2336 可聲控 的 助理 2017 - 03 - 29   2336 三星 創造 新 的 服務 可以 改變 用戶 使用 手機 的 方式 Bixby2017 - 03 - 29   2335 科技 需要 讓 人 生活 更 簡單 2017 - 03 - 29   2335 每個 人 每天 都 會 用 許多 app 與 多個 介面 互動 但 手 機現 在 變得 越來 越 複 雜 2017 - 03 - 29   2333S8   內 的   Samsug   Health   將內建   amwell   服務 可 在手 機內詢 問醫學 專家 2017 - 03 - 29   2332Samsug   Pass 可以 利用 虹膜 辨識 登入 網站 他們 也 會 與 美國 多個 銀行 合作 2017 - 03 - 29   2331 三星 一直 以來 都 專注 在 整個 生態系 2017 - 03 - 29   2329 也 把 臉部 辨識加 回來 了 2017 - 03 - 29   2329 虹膜 辨識 的 預覽 畫面 變成 彩色 了 2017 - 03 - 29   2329 支援 指紋 辨識 虹膜 辨識 2017 - 03 - 29   2328S8 通過 最 嚴酷 的 安全性 檢測 2017 - 03 - 29   2327 新 的 無線 充電盤 可以 立起 來當 成立 架 或是 平放 2017 - 03 - 29   2327 電池 分別 是 3000   /   3500   mAh2017 - 03 - 29   2327CPU   10 ％ 提 昇 GPU   21% 2017 - 03 - 29   232610m 製 程 處 理器 2017 - 03 - 29   2326IP68 防水 2017 - 03 - 29   2325 前置 相機 有 800 萬畫素 自動 對 焦 2017 - 03 - 29   2325 可以 拍攝 多 張並 合成 一張 最好 的 照片 2017 - 03 - 29   2324 內建 dual   pixel 對 焦相機 2017 - 03 - 29   2324 共有 五種 顏色 2017 - 03 - 29   2323 介面 也 改造 變得 更加 自然 2017 - 03 - 29   2323 按下會 有振動 回饋 2017 - 03 - 29   2323 使用 隱 藏式 home 鍵 設計 2017 - 03 - 29   2323S8 也 有 新 的 立架 保護套 2017 - 03 - 29   2322 可以 支援 HDR 影片 內容 2017 - 03 - 29   2322S8 是 第一款 Mobile   HDR   Pemium 認證 的 智慧 手機 2017 - 03 - 29   2321 拉長 的 螢幕 可以 讓 多 工處理 更 輕 鬆 看 影片 更具 臨場 感 2017 - 03 - 29   2321 他們 也 縮 小 了 內部 零件 的 體積 因此 可以 讓 螢幕 放到 最大 2017 - 03 - 29   2320 雖然 螢幕 變大 了 但 還是 輕 鬆 掌握 2017 - 03 - 29   2320 螢幕 分別 是 58 與 622017 - 03 - 29   2319 完美 的 平衡 與 對 稱 2017 - 03 - 29   2319 擁有 最佳 的 螢幕 佔 比 2017 - 03 - 29   23 雙 曲面 金屬 機殼
26549,最喜歡 的 三個 功能 第一 個 是 美型 無邊 框回 歸 經典 流線 視覺 上 已經 超過 mix 了 第二 個 是 隱 藏式 home 鍵 兼顧 了 美 與 功能 第三 個 是 最新 的 助理 功能 感覺 比 apple 強多 了 三星 經歷 了 之前 電池 爆炸 的 浩劫 但 不 可否 認的 他們 擁有 最先 進 的 技術 光是 拍照 已經 沒有 一支 手機 可以 贏過 他 說 實在 apple 的 sii 功能 也 只是 個 花邊 點綴 的 感覺 這是 三星 的 語音 助理 讓 我 相當 期待 ． 另外 經由上 一次 的 電池 爆炸事件 讓 我 對 三星 這次 的 品管 相當 有 信心 這次 的 s8 感覺 更 向 軟實 力加 強讓 我 非常 想 好好 體驗 體驗 一支 手機 的 美是 宅宅 的 浪漫 啊 ～ 最後讓 我 抽到 這 隻 手機 吧 ～ s8 真是 太棒了 ～ xa0
26550,samsug 不愧 是 安卓界 的 龍頭 這次 S8 不負 眾望 有 了 許多 新 功能
26551,讓 生活 變得 更 方便 xa0
26552,感覺 又 創新 了 很多 東西 雖然 沒有 實體 home 鍵 改成 感應式 的 不 知道 能 不能 喚醒 手機 無線 充電 的 技術 真的 越來 越 普遍 不 知道 充電 速度 是否 有 提升 新增 的 臉部 辨識 與 虹膜 辨識 真的 非常 新奇 很 想要 試試 看 是不是 真的 有 辦法 非常 準確 跟 解鎖 的 速度 用 這樣 的 生物 辨識 好像 在 拍 電影 一樣 XDBixby 比起 Sii 的 功能 好像 又 更 上 一層 樓 想要 體驗 看看 到底 可以 做到 多少 的 智慧 希望 有 支援 中文 的 語音 辨識 這次 發表 很大 手筆 一人 送 一台 哈哈 希望 可以 抽到 我
26553,三項 「 最 解放 期待 」 新 功能 介紹 畫面 截圖 多種 解鎖 方式 功能 智慧 助理 搭配 配件   換成 桌機 模式 令 我 眼睛 為 之一 亮 在 讓 手機 更 聰明 智慧 助理 在 安卓陣 營大 爆發 三星 Bixby 令人 刮目 拍照 就 會 有 對 應 的 應用 而 新 配件   手機 放上去 後 變成 桌機 Dex 不 只是 放大 手機 畫面 是 切換成 桌機 介面 更 直覺 更 方便 期待 這次 S8xa0
26554,S8 有 58 跟 62 寸 就算 62 也 很 好 攜帶 掌握 隱 藏式 home 鍵 好像 會震動 bixby 感覺 很 方便 還 可以 轉到 電腦 螢幕 使用 不 知道 好不好 用感 覺酷 整體 感覺 就是 美 就算 沒中 也 要 買
26555,新 的 語音 助理 Bixby 非常 吸引 我手 機變 得 更 聰明 使用者 用起 來 也 會 更 順手 更 開心 Ifiity   Display 超高 的 屏 佔 比 儼然 已經 是 下 一個 世代 的 產品 拿在手上 肯定 超級 吸睛 滑 網頁 也 可以 獲得 更 多 的 面積 方便 觀看 雖然 因為 Ifiity   Display 讓 大家 習慣 的 實體鍵 被 取消 了 但是 新 的 虛擬 home 鍵 可以 拿來 替代 實體鍵 壓 下去 會有 震動 反饋 感覺 也 非常 科技 Galaxy   S8 跟 S8 + 都 超級 吸引 人 光是 外觀 部分 就 跟 其他 廠牌 完全 不用 比較 太美 了 規格 部分 也 都 是 頂級 上半年 最佳 旗艦 非 這兩 隻 莫屬 了
26556,手機 變身 桌機 功能 視網 膜 解鎖 BIXBY   感覺 好 方便 阿好 期待 這三個 新 功能 直播 順暢   xa0   xa0 文字 簡潔 有力 窄邊 太 好看 了 如果 預購 有 送 無線 充電板 馬 上衝 一台 最後的 鴕鳥   也 太 好笑 了 XDxa0
26557,Samsug   xa02017   年 首款 旗艦級 新 機種   Galaxy   S8 、 S8   + xa0 外型 真是 愛上   xa0 最新 處 理器 也 是 令人 期待 我 最 愛 其中 的 Samsug   DeX   行動 工作站 希望 價錢 可以 親民 一些   ) 最後抽獎 選 我 選 我   by   小小的 潛水員 XDxa0
26558,xa0Samsug   Galaxy   旗艦 新機 的   3   項 「 最 解放 期待 」 新 功能 全新 的 虛擬 按鍵還 有感 壓 功能 的 設計 期待 實機 螢幕 超大 占 比 還有 虹膜 辨識 及 臉部 解鎖 功能 最 後 就是 全新 的 Bixby 助理 功能 希望 支援 中文 總之快 公布 售價及 上市 日期 吧 xa0
26559,這次 Samsug   Galaxy 的 發表 真的 令 我 非常 驚 豔 尤其 是 手機 的 螢幕 S8 的 螢幕 佔 屏 比 非常 高 不管 是 在 日常 看 影片 、 滑動態 都 非常 的 方便 而且 不同 於 其他 無邊 框手機 S8 的 外型 平衡 質感 大大 加 分 而且 S8 的 IP68 防水 在生活上 也 非常 的 實用 強大 的 相機 和 處 理器 我 相信 在 使用 上 一定 會 非常 舒適 S8 加入 了 臉部 辨識 與 虹膜 辨識 快速 多元 的 解鎖 方式 可以 提升 安全性 而且 S8 還 支援 手機 付款 實用性 大大 提升 我 最 喜歡 S8 的 功能 是 bixby 因為 它 非常 智慧 不但 可以 語音 控制 手機還 可以 截圖 我 相信 未來 上市 之 後 bixby 一定 有 更 多功能 可以 開發 xa0
26560,身為 NOTE5 的 使用者 SAMSUNG 給我 最好 的 使用 經驗 就是 穩定 效能 、 精 緻 外型 、 一流 拍照 S8 雖然 未見 革命性 的 設計 但 卻 是 將一貫 的 優勢 發揮 極致 最令 我 喜愛的 特點 包含 1 高 佔 比 的 螢幕 不 只 讓 大 螢幕 容入 纖瘦 體積 中 取消 HOME 鍵 的 設計 更 讓 造型 有 了 全新 躍進 2 持續 進化 的 相機 相機 的 調教 一向 是 三星 的 特 長 儘 管 規 格 上 似乎 改變 不大 但 演算法 的 進化 期待 能 讓 畫質 更 精進 3IP68 防水 在 精 緻 外表 下 防水 功能 不妥 協能 讓 手機 使用 在 更 多場 合中 期待 有 機會 遇見 我 的 S8
26561,S8 的 外型 真的 是 大 突破 ( 螢幕 占 比 相當 驚人 )   拍照 就 更 不 在 話 下 了 ( 地表 最強 拍照 手機 )   xa0 語音 助理 ( BIXBY ) 說實 在 的 真的 讓 我 相當 期待   xa0 擁有 多功能 解鎖 ( 多 了 更 多 防護 機制 跟 選擇 )   虛擬 按鍵 感壓 功能 也 是 滿酷 的 ( 不怕 實體 按鍵 壞 掉 )   xa0AKG 耳機 更是 讓 人 著迷 這 一次 效能 的 軟硬體 大幅 提升   對 消費者 更是 有感 的 感受   xa0 更 符合 大眾 的 需求 跟 趨勢   xa0xa0
26562,高 佔 比 的 曲面 螢幕 虹膜 辨識 臉部 辨識 指紋 辨識 格局 模式 密碼 模式 Bixby   全新 語音 助理 從 台灣 時間 2300 就 準時 坐在 電腦 桌前 看線 上 發表 這次 的   Galaxy 發表 真的 蠻 令人 期待 的 因為 近期 關於 S8 手機 的 傳聞 不斷 果真 沒 讓 大家 失望 高 占 比 的 螢幕並 取消 了 實體 Home 鍵 讓 S8 變得 很 好看 這讓 螢幕 尺寸 變大 但 手機 並未 變大 58 吋 的 S8 還比 55 吋 的 S7   edge 手機 還要 小 這讓 單手 操作 更為 方便 再來 解鎖 功能 有五種 感覺 很 新奇 尤其 是 虹膜 辨識 當時 看 直播 時 就 令 我 很 期待 要是 中獎 可要 來 好好 把玩 一下 Bixby   最令 我 期待 的 是當 你 在 路上 看到 新鮮 的 事物 你 可以 拍照 然 後 Bixby 就 會 幫 你 比 對 搜尋找 相關 資料 順治是 哪裡 可以 買 得到 這 真的 很酷 炫 很棒 的 功能 我 相當 期待 xa0
26563,終於 可以 重頭 看到 了 之前   delay   我 只 看到 鴕鳥 ～ &   原住民 「 最 解放 期待 」 新 功能 ifiity   display   & xa0 雙 曲面 讓 螢幕 更加 隱形 化加 寬 的 螢幕 讓 視覺 更加 無 死角 immesive   viewig   讓 觀眾 有 親臨 現場 的 震撼 感 色彩 也 更加 炫麗 Ivisible   Home   Butto   讓 智慧型 手機 更佳 去 按鍵化 更 讓 螢幕 可以 寬到 天涯海角 去 手機 外殼 的 色彩 方面 又 多 了 許亮麗 的 選擇 其中 引人 最 注目 的 就是 xa0Ochid   Gay   蘭花 紫灰色 是 以往 三星 未有 的 顏色
